0,1,2,3,4,5,6,7
,,,,,,AUS02E,424
,,,,,,AUS02W,743
,,,,,,AUS03,201
,,,,,,AUSST,34
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,278
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,5
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,56
,,BDL,Bradley International,Windsor Locks,CT,A1,450
,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,45
,,BGM,Binghamton Regional,Johnson City,NY,0210,35
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,22
,,BHB,Hancock County,Trenton,ME,Gate 1,8
,,BHM,Birmingham International,Birmingham,AL,Central,384
,,BIL,Billings Logan,Billings,MT,BILM,42
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,36
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/1/2023,06:00,BJI,Bemidji Regional,Bemidji,MN,Gate,28
,,BLI,Bellingham International,Bellingham,WA,BLIZ,10
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,60
,,BNA,Nashville International,Nashville,TN,BNA Central,"2,089"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,646
,,BOS,Logan International,East Boston,MA,A1,"1,799"
,,,,,,B1,883
,,,,,,B5,988
,,,,,,C2,"1,933"
,,,,,,E2,383
,,BRO,Brownsville/South Padre International,Brownsville,TX,BROA,21
,,BTR,Baton Rouge Metropolitan,Baton Rouge,LA,BTR01,63
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,75
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,504
,,BUR,Burbank-Glendale-Pasadena,Burbank,CA,BUR01,819
,,,,,,BUR02,328
,,BWI,Baltimore-Washington International,BWI Airport,MD,A Checkpoint,432
,,,,,,B Checkpoint,998
,,,,,,C Checkpoint,584
,,,,,,D/E Checkpoint,987
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,292
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,105
,,CAK,Akron-Canton Regional,North Canton,OH,Main,67
,,CHA,Chattanooga Metropolitan,Chattanooga,TN,CHA-A,109
,,CHO,Charlottesville/Albemarle,Charlottesville,VA,CHO - Checkpoint,38
,,CHS,Charleston County International/AFB,Charleston,SC,Checkpoint,857
,,CID,The Cedar Rapids,Cedar Rapids,IA,CID Passenger,76
,,CKB,North Central West Virginia,Bridgeport,WV,CKB01,2
,,CLE,Cleveland Hopkins International,Cleveland,OH,Central,453
,,,,,,North,304
,,,,,,South,689
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,528
,,,,,,C Checkpoint,"1,108"
,,,,,,D Checkpoint,402
,,,,,,E Checkpoint,922
,,CMH,John Glenn Columbus International Airport,Columbus,OH,A,167
,,,,,,B,669
,,,,,,C,233
,,CMI,University Of Illinois-Willard,Savoy,IL,Checkpoint A,59
,,COD,Yellowstone Regional,Cody,WY,COD 01,20
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,130
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,91
,,CRW,Yeager,Charleston,WV,CRW01,10
,,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,"1,632"
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,35
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,"1,372"
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,175
,,DCA,Washington Reagan National,Arlington,VA,Concourse A,304
,,,,,,North Checkpoint,"1,448"
,,,,,,South Checkpoint,902
,,DEN,Denver International,Denver,CO,A Bridge,900
,,,,,,North,"1,667"
,,,,,,South,"2,490"
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,A12,324
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/1/2023,06:00,DFW,Dallas/Fort Worth International,DFW Airport,TX,A21,565
,,,,,,A35,409
,,,,,,B30,201
,,,,,,B9,290
,,,,,,C10,313
,,,,,,C21,525
,,,,,,C30,334
,,,,,,D18,504
,,,,,,D22,384
,,,,,,D30,645
,,,,,,E16,173
,,,,,,E18,547
,,,,,,E33,306
,,,,,,E8,470
,,DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,Gate,27
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,0
,,DRO,Durango-La  Plata County,Durango,CO,Checkpoint,176
,,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),234
,,DTW,Detroit Metro Wayne County,Detroit,MI,Blue-1,946
,,,,,,Blue-2,432
,,,,,,Red 1,687
,,,,,,Red 2,602
,,,,,,Red 3,386
,,,,,,Red 5,108
,,,,,,Red 6,161
,,DUJ,Dubois-Jefferson County,Falls Creek,PA,DUJ-01,10
,,ECP,Northwest Florida Beaches International Airport,West Bay,FL,Checkpoint 1,147
,,EGE,Eagle County Regional,Eagle,CO,Checkpoint,91
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,337
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,153
,,EVV,Evansville Regional,Evansville,IN,Main Checkpoint,50
,,EWR,Newark International,Newark,NJ,CKPT-A1,"1,519"
,,,,,,CKPT-B1,669
,,,,,,CKPT-B2,89
,,,,,,CKPT-B3,127
,,,,,,CKPT-C1,"3,236"
,,EYW,Key West International,Key West,FL,EYW Checkpoint,43
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,120
,,FAR,Hector International,Fargo,ND,Gate,116
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,268
,,FAY,Fayetteville Regional,Fayetteville,NC,Terminal,40
,,FLG,Flagstaff Pulliam,Flagstaff,AZ,FLG01,23
,,FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,T1 Checkpoint,706
,,,,,,T2 Checkpoint,638
,,,,,,T3E Checkpoint,367
,,,,,,T3F Checkpoint,891
,,,,,,T4 Checkpoint,"1,367"
,,FNT,Bishop International,Flint,MI,AOO-01,235
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,130
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,93
,,GEG,Spokane International,Spokane,WA,GEG-A/B,23
,,,,,,GEGC,359
,,GJT,Grand Junction Regional,Grand Junction,CO,GJTZ,120
,,GLH,Mid Delta Regional Airport  (Greenville Municipal),Greenville,MS,GLH-A,34
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/1/2023,06:00,GNV,Gainesville Regional,Gainesville,FL,GNV A,6
,,GPI,Glacier Park Intl.,Kalispell,MT,Main Checkpoint,23
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,61
,,GRB,Austin Straubel Field,Green Bay,WI,Concourse A,0
,,,,,,Concourse B,24
,,GRI,Central Nebraska Regional,Grand Island,NE,GRI-1,69
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,602
,,GSN,Saipan,Saipan,MP,GSN01,0
,,GSO,Piedmont Triad International,Greensboro,NC,North Concourse,66
,,,,,,South Concourse,315
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,533
,,GTF,Great Falls International,Great Falls,MT,GTF E/W,50
,,GUC,Gunnison County,Gunnison,CO,GUC1,42
,,GUM,Antonio B. Won Pat International,Tamuning,GU,GUM01,219
,,HDN,Yampa Valley,Hayden,CO,HDN A,82
,,HIB,Range Regional,Hibbing,MN,Gate,22
,,HLN,Helena Regional,Helena,MT,HLNZ,31
,,HNL,Daniel K. Inouye International Airport,Honolulu,HI,HNL03,"1,066"
,,,,,,HNL04,341
,,,,,,Makai,772
,,,,,,Mauka,337
,,HOU,Houston Hobby,Houston,TX,CENTRAL,"1,114"
,,HPN,Westchester County,White Plains,NY,Main Terminal,374
,,HRL,Valley International,Harlingen,TX,HRL01,27
,,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,145
,,HTS,Tri-State,Huntington,WV,Main Terminal,11
,,HVN,Tweed - New Haven,New Haven,CT,Gate 1,181
,,IAD,Washington-Dulles International,Dulles,VA,East Mezzanine,"1,412"
,,,,,,Employee Checkpoint,173
,,,,,,FIS Checkpoint,134
,,,,,,Passenger Screening Area:  PreCheck,977
,,,,,,West Mezzanine,348
,,IAH,George Bush Intercontinental,Houston,TX,10/AN Terminal,711
,,,,,,12/AS Terminal,783
,,,,,,20/B Terminal,376
,,,,,,21/B-Employee,262
,,,,,,31/CS Terminal,694
,,,,,,40/D Terminal,304
,,,,,,71/FIS Checkpoint,762
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,375
,,IDA,Idaho Falls Municipal,Idaho Falls,ID,IDA-Ckpt,87
,,IFP,Laughlin/Bullhead City,Bullhead City,AZ,IFP01,105
,,ILG,Wilmington New Castle Airport,New Castle,DE,ILG1,8
,,ILM,Wilmington International,Wilmington,NC,Terminal,153
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,861
,,,,,,Checkpoint B,"1,095"
,,IRK,Kirksville Regional,Kirksville,MO,Kirksville,0
,,ISP,Long Island MacArthur,Ronkonkoma,NY,ISP East,4
,,ITO,Hilo International,Hilo,HI,ITO01,135
,,IWA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,469
,,JAC,Jackson Hole,Jackson,WY,JAC 01,411
,,JAN,Jackson International,Jackson,MS,JAN-East,117
,,,,,,JAN-West,160
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,845
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/1/2023,06:00,JFK,John F. Kennedy International,Jamaica,NY,Terminal 1,7
,,,,,,Terminal 4 FIS CP,581
,,,,,,Terminal 4 Main,"2,618"
,,,,,,Terminal 5,"2,169"
,,,,,,Terminal 7,182
,,,,,,Terminal 8,"1,321"
,,JLN,Joplin Regional,Joplin,MO,Main Pax Hold Area,21
,,JNU,Juneau International,Juneau,AK,JNU-01,206
,,KOA,Ellison Onizuka Kona International Airport,Kailua-Kona,HI,KOA03,360
,,LAN,Capital City,Lansing,MI,Gate,17
,,LAS,Harry Reid International Airport,Las Vegas,NV,Term 1 - AB,830
,,,,,,Term 1 - C,213
,,,,,,Term 1 - CX,"1,031"
,,,,,,Term 1 - D,410
,,,,,,Terminal 3 - E Lower (1),82
,,,,,,Terminal 3 - E Upper,815
,,LAX,Los Angeles International,Los Angeles,CA,Suites,3
,,,,,,TBIT Main Checkpoint,788
,,,,,,Terminal 1 - Passenger,491
,,,,,,Terminal 1.5 – Passenger,491
,,,,,,Terminal 3 - Delta One,35
,,,,,,Terminal 3 - Passenger,"1,457"
,,,,,,Terminal 4 - FIS,155
,,,,,,Terminal 4 - Passenger,845
,,,,,,Terminal 5 - Passenger,"1,054"
,,,,,,Terminal 5A - Passenger,527
,,,,,,Terminal 6 - Passenger,734
,,LBB,Lubbock International,Lubbock,TX,LBBA,204
,,LCH,Lake Charles Regional,Lake Charles,LA,LCH01,31
,,LEX,Blue Grass,Lexington,KY,LEX-A,136
,,LFT,Lafayette Regional,Lafayette,LA,LFT01,24
,,LGA,LaGuardia,Flushing,NY,TA CHK,91
,,,,,,TB-CHK,"1,805"
,,LGB,Long Beach Daugherty Field,Long Beach,CA,Checkpoint,957
,,LIH,Lihue,Lihue,HI,LIH01,256
,,LIT,Little Rock National,Little Rock,AR,LITA,386
,,LNK,Lincoln Municipal,Lincoln,NE,North Hold,54
,,LNS,Lancaster,Lititz,PA,Cape Air Hold Area,1
,,LRD,Laredo International,Laredo,TX,LRD 01,33
,,LSE,La Crosse Municipal,La Crosse,WI,Gate,12
,,LYH,Lynchburg Regional,Lynchburg,VA,LYH - Checkpoint,43
,,MAF,Midland International,Midland,TX,MAFA,307
,,MBS,MBS International,Freeland,MI,Passenger Terminal,42
,,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,"1,589"
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,"3,129"
,,,,,,SOUTH Checkpoint,391
,,,,,,WEST Checkpoint,"2,399"
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,148
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,"1,669"
,,MEI,Key Field,Meridian,MS,MEI-A,34
,,MEM,Memphis International,Memphis,TN,MEM-B,739
,,MFE,Miller International,McAllen,TX,MFE01,257
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,2
,,MGM,Dannelly Field (Montgomery Regional Airport),Montgomery,AL,MGM-A,29
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/1/2023,06:00,MHT,Manchester,Manchester,NH,Checkpoint,91
,,MIA,Miami International,Miami,FL,Central-E,451
,,,,,,Central-FA-Upper,460
,,,,,,Central-G,165
,,,,,,North 1,436
,,,,,,North 2,403
,,,,,,North 3,477
,,,,,,North 4,236
,,,,,,North FIS,516
,,,,,,South-H,618
,,,,,,South-J1,483
,,MKE,Milwaukee Mitchell International,Milwaukee,WI,CONC C,266
,,,,,,CONC D,464
,,MLI,Quad City,Moline,IL,Checkpoint A,37
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,50
,,MOT,Minot International,Minot,ND,Gate,62
,,MRY,Monterey Regional Airport,Monterey,CA,MRY02,28
,,MSN,Dane County Regional,Madison,WI,Checkpoint Alpha,63
,,,,,,Checkpoint Bravo,48
,,MSO,Missoula International,Missoula,MT,Main Security Screen,32
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,North CP,931
,,,,,,South CP,"1,144"
,,,,,,T2 CP1,911
,,,,,,T2 CP2,361
,,MSY,New Orleans International,Kenner,LA,MSY01,"1,596"
,,MTJ,Montrose County,Montrose,CO,MTJZ,42
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,480
,,NYL,Yuma International,Yuma,AZ,YUM01,23
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,1
,,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,210
,,,,,,TERM2,818
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,423
,,,,,,OGG02,220
,,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,621
,,OMA,Eppley Airfield,Omaha,NE,Terminal A,107
,,,,,,Terminal B,197
,,ONT,Ontario International,Ontario,CA,T2,133
,,,,,,T4,536
,,ORD,Chicago-OHare International,Chicago,IL,1,"1,275"
,,,,,,10,703
,,,,,,10A,5
,,,,,,2,"1,372"
,,,,,,3A,566
,,,,,,4B,36
,,,,,,5,630
,,,,,,6,154
,,,,,,6A,82
,,,,,,7,977
,,,,,,7A,822
,,,,,,8,296
,,,,,,9,254
,,ORF,Norfolk International,Norfolk,VA,Conc. A Checkpoint,117
,,,,,,Conc. B Checkpoint,289
,,PAE,Snohomish County Airport-Paine Field,Snohomish County,WA,PAE Main,133
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/1/2023,06:00,PAH,Barkley Regional,West Paducah,KY,PAH,29
,,PBG,Plattsburg International,Plattsburgh,NY,Checkpoint 1,2
,,PBI,West Palm Beach International,West Palm Beach,FL,PBI A/B,120
,,,,,,PBI C,380
,,PDX,Portland International Airport,Portland,OR,PDX A/B/C,767
,,,,,,PDX D/E,894
,,PGA,Page Municipal,Page,AZ,PGA01,19
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,415
,,PHF,Newport News/Williamsburg International,Newport News,VA,PHF Checkpoint,10
,,PHL,Philadelphia International,Philadelphia,PA,A East,515
,,,,,,A West Sec 7,361
,,,,,,Checkpoint B,732
,,,,,,Checkpoint C,462
,,,,,,Checkpoint D\E,"1,286"
,,,,,,Checkpoint F,202
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,"1,427"
,,,,,,T-4 A,"1,025"
,,,,,,T-4 B,511
,,,,,,T-4 C,851
,,,,,,T-4 D,900
,,PIA,Greater Peoria,Peoria,IL,Checkpoint A,114
,,PIE,St Petersburg-Clearwater International,Clearwater,FL,PIE A,263
,,,,,,PIE B,212
,,PIH,Pocatello Regional,Pocatello,ID,PIH-Ckpt,2
,,PIT,Pittsburgh International,Pittsburgh,PA,Alternate Checkpoint,155
,,,,,,Main Checkpoint,"1,045"
,,PLN,Pellston Regional,Pellston,MI,PLN1,2
,,PNS,Pensacola International,Pensacola,FL,PNS-A,407
,,PSC,Tri-Cities,Pasco,WA,PSC Main,90
,,PSP,Palm Springs Regional,Palm Springs,CA,PSP01,154
,,PVD,Rhode Island T.F. Green International,Warwick,RI,Checkpoint A,175
,,PVU,Provo Municipal Airport,Utah County,UT,Checkpoint 1,291
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,22
,,RAP,Rapid City Regional,Rapid City,SD,1,38
,,RDM,Roberts Field,Redmond,OR,RDMZ,141
,,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,199
,,,,,,Terminal 2 Checkpoint,"1,784"
,,RHI,Rhinelander-Oneida County,Rhinelander,WI,MAIN,16
,,RIC,Richmond International,Richmond,VA,RIC Concourse A,298
,,,,,,RIC Concourse B,326
,,RKD,Knox County Regional,Rockland,ME,Gate 1,0
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,89
,,ROA,Roanoke Regional Woodrum Field,Roanoke,VA,ROA01,69
,,ROC,Greater Rochester International Airport,Rochester,NY,Checkpoint,205
,,RST,Rochester International,Rochester,MN,Main Checkpoint,0
,,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,201
,,,,,,Checkpoint C Lower,122
,,,,,,Checkpoint C Upper,141
,,,,,,Checkpoint D Lower,138
,,,,,,Checkpoint D Upper,71
,,RUT,Rutland State,North Clarendon,VT,SFB-A,7
,,SAF,Santa Fe Municipal,Santa Fe,NM,Checkpoint 1,55
,,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-2,674
,,,,,,CKPT-3,711
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/1/2023,06:00,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-5,690
,,,,,,CKPT-6,"1,201"
,,SAT,San Antonio International,San Antonio,TX,SAT01,579
,,,,,,SAT02,551
,,SAV,Savannah International,Savannah,GA,SAV-A,620
,,SAW,Sawyer International,Gwinn,MI,Gate,12
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,17
,,SBN,South Bend International,South Bend,IN,A CONC,80
,,SBP,San Luis Obispo County,San Luis Obispo,CA,SBP01,2
,,SDF,Louisville International,Louisville,KY,SDF-A,666
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 1,425
,,,,,,SCP 2,"1,138"
,,,,,,SCP 3,980
,,,,,,SCP 4,"1,255"
,,,,,,SCP 5,817
,,SFB,Orlando Sanford,Sanford,FL,SFB-02,308
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint D,42
,,,,,,Employee Security Checkpoint F,53
,,,,,,Security Checkpoint A,368
,,,,,,Security Checkpoint B,830
,,,,,,Security Checkpoint D,"1,197"
,,,,,,Security Checkpoint F-1,"1,116"
,,,,,,Security Checkpoint F-3,76
,,,,,,Security Checkpoint G,303
,,SGF,Springfield/Branson National,Springfield,MO,Main Checkpoint,189
,,SGU,St. George Municipal,St. George,UT,SGUZ,0
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,89
,,SIT,Sitka Municipal,Sitka,AK,SIT-01,86
,,SJC,San Jose International,San Jose,CA,Terminal A,184
,,,,,,Terminal B North,"1,466"
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint 5,372
,,,,,,Checkpoint BC,"1,146"
,,SLC,Salt Lake City International,Salt Lake City,UT,International,21
,,,,,,Main,"1,666"
,,SMF,Sacramento International Airport,Sacramento,CA,Central B,913
,,,,,,Terminal A,341
,,SNA,Orange County John Wayne,Santa Ana,CA,CKPT A,573
,,,,,,CKPT B,585
,,,,,,CKPT C,727
,,SPI,Abraham Lincoln Capital Airport,Springfield,IL,Checkpoint A,45
,,SPS,Sheppard AFB/ Wichita Falls Regional,Wichita Falls,TX,SPS01,1
,,SRQ,Sarasota-Bradenton,Sarasota,FL,SRQ B,568
,,STL,St. Louis Lambert International,St Louis,MO,T1-A,335
,,,,,,T1-C,449
,,,,,,T2-E,676
,,,,,,T2-F,254
,,STS,Sonoma County Airport,Santa Rosa,CA,STS01,45
,,SUN,Friedman Memorial,Hailey,ID,SUN-Ckpt,57
,,SYR,Syracuse-Hancock International,North Syracuse,NY,Central,337
,,TLH,Tallahassee International,Tallahassee,FL,TLH A,114
,,TPA,Tampa International,Tampa,FL,TPA A,468
,,,,,,TPA C,716
,,,,,,TPA E,887
,,,,,,TPA F,437
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/1/2023,06:00,TRI,Tri City Regional,Blountville,TN,TRI-A,66
,,TTN,Trenton Mercer Airport,Mercer,NJ,767,162
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,450
,,TUP,Tupelo Regional Airport,Tupelo,MS,Terminal,28
,,TUS,Tucson International,Tucson,AZ,ACP,22
,,,,,,BCP,202
,,TVC,Cherry Capital,Traverse City,MI,TVC1,77
,,TWF,Magic Valley Regional,Twin Falls,ID,TWF-Ckpt,6
,,TYS,McGhee Tyson,Alcoa,TN,Checkpoint 1,369
,,UNV,University Park,University Park,PA,Main Terminal,59
,,VPS,Destin-Fort Walton Beach Airport,Eglin Air Force Base,FL,VPS-A,430
,,,,,,VPS-C,260
,,XNA,Northwest Arkansas National Airport,Bentonville,AR,Checkpoint 2,263
,,XWA,Williston Basin International Airport,Williston,ND,Main Checkpoint,39
,07:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,2
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,161
,,ABY,Southwest Georgia Regional,Albany,GA,ABY-A,19
,,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,38
,,ADQ,Kodiak State,Kodiak,AK,Main Terminal,6
,,AGS,Bush Field,Augusta,GA,AGS-1,12
,,ALB,Albany County,Albany,NY,Main Checkpoint,19
,,ALS,Alamosa-San Luis Valley/Bergman Field,Alamosa,CO,Alamosa Airport,30
,,AMA,Amarillo International,Amarillo,TX,AMA30,39
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,252
,,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,Checkpoint 1,136
,,ATL,Hartsfield Atlanta International,Atlanta,GA,F Arrival Checkpoint,273
,,,,,,F Departure Checkpoint,"1,453"
,,,,,,Lower North Checkpoint,375
,,,,,,Main Checkpoint,"2,291"
,,,,,,New T North Checkpoint,"1,215"
,,,,,,T South Checkpoint,"1,527"
,,ATW,Appleton International Airport,Appleton,WI,Checkpoint,182
,,ATY,Watertown Regional,Watertown,SD,Gate,26
,,AUS,Austin Bergstrom International,Austin,TX,AUS01,"1,021"
,,,,,,AUS02E,146
,,,,,,AUS02W,696
,,,,,,AUS03,183
,,,,,,AUSST,121
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,307
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,1
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,0
,,BDL,Bradley International,Windsor Locks,CT,A1,280
,,BFD,Bradford Regional,Lewis Run,PA,BFD01,5
,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,58
,,BGM,Binghamton Regional,Johnson City,NY,0210,25
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,1
,,BHB,Hancock County,Trenton,ME,Gate 1,8
,,BHM,Birmingham International,Birmingham,AL,Central,289
,,BIL,Billings Logan,Billings,MT,BILM,3
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,11
,,BLI,Bellingham International,Bellingham,WA,BLIZ,115
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,0
,,BNA,Nashville International,Nashville,TN,BNA Central,"2,210"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,208
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/1/2023,07:00,BOS,Logan International,East Boston,MA,A1,"1,174"
,,,,,,B1,"1,002"
,,,,,,B5,704
,,,,,,C2,"1,377"
,,,,,,E2,492
,,BTR,Baton Rouge Metropolitan,Baton Rouge,LA,BTR01,12
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,51
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,169
,,BUR,Burbank-Glendale-Pasadena,Burbank,CA,BUR01,679
,,,,,,BUR02,21
,,BWI,Baltimore-Washington International,BWI Airport,MD,A Checkpoint,435
,,,,,,B Checkpoint,914
,,,,,,C Checkpoint,584
,,,,,,D/E Checkpoint,556
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,135
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,43
,,CAK,Akron-Canton Regional,North Canton,OH,Main,59
,,CGI,Cape Girardeau Municipal,Cape Girardeau,MO,cape girardeau,27
,,CHA,Chattanooga Metropolitan,Chattanooga,TN,CHA-A,55
,,CHO,Charlottesville/Albemarle,Charlottesville,VA,CHO - Checkpoint,21
,,CHS,Charleston County International/AFB,Charleston,SC,Checkpoint,599
,,CID,The Cedar Rapids,Cedar Rapids,IA,CID Passenger,124
,,CLE,Cleveland Hopkins International,Cleveland,OH,Central,269
,,,,,,North,284
,,,,,,South,283
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,551
,,,,,,C Checkpoint,689
,,,,,,D Checkpoint,358
,,,,,,E Checkpoint,843
,,CMH,John Glenn Columbus International Airport,Columbus,OH,A,227
,,,,,,B,311
,,,,,,C,190
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,200
,,CPR,Natrona County International,Casper,WY,CPR 01,56
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,36
,,CRW,Yeager,Charleston,WV,CRW01,1
,,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,"1,023"
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,6
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,"1,455"
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,107
,,DCA,Washington Reagan National,Arlington,VA,Concourse A,354
,,,,,,North Checkpoint,"1,657"
,,,,,,South Checkpoint,"1,004"
,,DEN,Denver International,Denver,CO,A Bridge,909
,,,,,,North,"1,842"
,,,,,,South,"2,320"
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,A12,403
,,,,,,A21,743
,,,,,,A35,364
,,,,,,B30,303
,,,,,,B9,456
,,,,,,C10,349
,,,,,,C21,777
,,,,,,C30,353
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/1/2023,07:00,DFW,Dallas/Fort Worth International,DFW Airport,TX,D18,549
,,,,,,D22,323
,,,,,,D30,893
,,,,,,E16,215
,,,,,,E18,453
,,,,,,E33,304
,,,,,,E8,279
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,3
,,DRO,Durango-La  Plata County,Durango,CO,Checkpoint,3
,,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),393
,,DTW,Detroit Metro Wayne County,Detroit,MI,Blue-1,574
,,,,,,Blue-2,436
,,,,,,Red 1,664
,,,,,,Red 2,617
,,,,,,Red 3,329
,,,,,,Red 5,349
,,,,,,Red 6,232
,,EAR,Kearney Regional,Kearney,NE,EAR-1,34
